In 219 List,Facility Name,Facility ID,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-HF-HRRP,2454,,0.8950,18.4925,20.6614,446,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-COPD-HRRP,572,,0.9833,19.4169,19.7474,110,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-CABG-HRRP,406,,1.0068,11.0279,10.9532,45,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-AMI-HRRP,730,,1.0527,15.8186,15.0264,118,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-PN-HRRP,2055,,0.9708,16.4492,16.9447,336,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-HIP-KNEE-HRRP,558,,0.8169,4.2285,5.1762,21,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-HF-HRRP,2454,,0.8950,18.4925,20.6614,446,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-COPD-HRRP,572,,0.9833,19.4169,19.7474,110,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-CABG-HRRP,406,,1.0068,11.0279,10.9532,45,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-AMI-HRRP,730,,1.0527,15.8186,15.0264,118,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-PN-HRRP,2055,,0.9708,16.4492,16.9447,336,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-HIP-KNEE-HRRP,558,,0.8169,4.2285,5.1762,21,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-HF-HRRP,2454,,0.8950,18.4925,20.6614,446,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-COPD-HRRP,572,,0.9833,19.4169,19.7474,110,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-CABG-HRRP,406,,1.0068,11.0279,10.9532,45,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-AMI-HRRP,730,,1.0527,15.8186,15.0264,118,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-PN-HRRP,2055,,0.9708,16.4492,16.9447,336,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-HIP-KNEE-HRRP,558,,0.8169,4.2285,5.1762,21,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-HF-HRRP,2454,,0.8950,18.4925,20.6614,446,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-COPD-HRRP,572,,0.9833,19.4169,19.7474,110,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-CABG-HRRP,406,,1.0068,11.0279,10.9532,45,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,READM-30-AMI-HRRP,730,,1.0527,15.8186,15.0264,118,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN/QUEENS,330055,NY,READM-30-PN-HRRP,530,,0.8976,16.7080,18.6136,81,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN/QUEENS,330055,NY,READM-30-HIP-KNEE-HRRP,348,,0.9082,4.0913,4.5051,13,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN/QUEENS,330055,NY,READM-30-HF-HRRP,728,,0.9976,20.6278,20.6769,150,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN/QUEENS,330055,NY,READM-30-COPD-HRRP,171,,1.0250,20.7046,20.2001,37,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN/QUEENS,330055,NY,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,NEW YORK-PRESBYTERIAN/QUEENS,330055,NY,READM-30-AMI-HRRP,147,,0.9537,15.2071,15.9457,20,07/01/2020,06/30/2023
YES,NEWARK-WAYNE COMMUNITY HOSPITAL,330030,NY,READM-30-PN-HRRP,123,,1.1251,17.1244,15.2203,29,07/01/2020,06/30/2023
YES,NEWARK-WAYNE COMMUNITY HOSPITAL,330030,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,NEWARK-WAYNE COMMUNITY HOSPITAL,330030,NY,READM-30-HF-HRRP,127,,1.1020,20.5923,18.6858,33,07/01/2020,06/30/2023
YES,NEWARK-WAYNE COMMUNITY HOSPITAL,330030,NY,READM-30-COPD-HRRP,63,,1.0555,21.5365,20.4043,17,07/01/2020,06/30/2023
YES,NEWARK-WAYNE COMMUNITY HOSPITAL,330030,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,NEWARK-WAYNE COMMUNITY HOSPITAL,330030,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,NIAGARA FALLS MEMORIAL MEDICAL CENTER,330065,NY,READM-30-PN-HRRP,N/A,,1.0133,13.5171,13.3397,Too Few to Report,07/01/2020,06/30/2023
YES,NIAGARA FALLS MEMORIAL MEDICAL CENTER,330065,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,NIAGARA FALLS MEMORIAL MEDICAL CENTER,330065,NY,READM-30-HF-HRRP,N/A,,0.9554,16.9395,17.7301,Too Few to Report,07/01/2020,06/30/2023
YES,NIAGARA FALLS MEMORIAL MEDICAL CENTER,330065,NY,READM-30-COPD-HRRP,N/A,,0.9877,15.0477,15.2349,Too Few to Report,07/01/2020,06/30/2023
YES,NIAGARA FALLS MEMORIAL MEDICAL CENTER,330065,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,NIAGARA FALLS MEMORIAL MEDICAL CENTER,330065,NY,READM-30-AMI-HRRP,N/A,,1.0067,13.2142,13.1264,Too Few to Report,07/01/2020,06/30/2023
YES,NICHOLAS H NOYES MEMORIAL HOSPITAL,330238,NY,READM-30-PN-HRRP,138,,1.0318,15.8779,15.3881,24,07/01/2020,06/30/2023
YES,NICHOLAS H NOYES MEMORIAL HOSPITAL,330238,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.9541,3.8808,4.0674,Too Few to Report,07/01/2020,06/30/2023
YES,NICHOLAS H NOYES MEMORIAL HOSPITAL,330238,NY,READM-30-HF-HRRP,N/A,,0.9910,18.8865,19.0586,Too Few to Report,07/01/2020,06/30/2023
YES,NICHOLAS H NOYES MEMORIAL HOSPITAL,330238,NY,READM-30-COPD-HRRP,N/A,,0.9815,18.0815,18.4214,Too Few to Report,07/01/2020,06/30/2023
YES,NICHOLAS H NOYES MEMORIAL HOSPITAL,330238,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,NICHOLAS H NOYES MEMORIAL HOSPITAL,330238,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,NORTH SHORE UNIVERSITY HOSPITAL,330106,NY,READM-30-PN-HRRP,1218,,1.0687,17.1958,16.0905,214,07/01/2020,06/30/2023
YES,NORTH SHORE UNIVERSITY HOSPITAL,330106,NY,READM-30-HIP-KNEE-HRRP,1135,,0.8871,3.7460,4.2226,41,07/01/2020,06/30/2023
YES,NORTH SHORE UNIVERSITY HOSPITAL,330106,NY,READM-30-HF-HRRP,1504,,1.0684,20.7644,19.4347,317,07/01/2020,06/30/2023
YES,NORTH SHORE UNIVERSITY HOSPITAL,330106,NY,READM-30-COPD-HRRP,246,,1.0937,19.6521,17.9689,54,07/01/2020,06/30/2023
YES,NORTH SHORE UNIVERSITY HOSPITAL,330106,NY,READM-30-CABG-HRRP,272,,0.9710,9.9130,10.2091,26,07/01/2020,06/30/2023
YES,NORTH SHORE UNIVERSITY HOSPITAL,330106,NY,READM-30-AMI-HRRP,511,,1.0690,14.2439,13.3250,76,07/01/2020,06/30/2023
YES,NORTHERN DUTCHESS HOSPITAL,330049,NY,READM-30-PN-HRRP,274,,0.9360,14.7487,15.7576,36,07/01/2020,06/30/2023
YES,NORTHERN DUTCHESS HOSPITAL,330049,NY,READM-30-HIP-KNEE-HRRP,N/A,,1.1124,5.6070,5.0406,Too Few to Report,07/01/2020,06/30/2023
YES,NORTHERN DUTCHESS HOSPITAL,330049,NY,READM-30-HF-HRRP,269,,0.9355,16.9382,18.1064,41,07/01/2020,06/30/2023
YES,NORTHERN DUTCHESS HOSPITAL,330049,NY,READM-30-COPD-HRRP,89,,0.9972,15.9129,15.9568,14,07/01/2020,06/30/2023
YES,NORTHERN DUTCHESS HOSPITAL,330049,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,NORTHERN DUTCHESS HOSPITAL,330049,NY,READM-30-AMI-HRRP,N/A,,0.9631,15.3410,15.9287,Too Few to Report,07/01/2020,06/30/2023
YES,NORTHERN WESTCHESTER HOSPITAL,330162,NY,READM-30-PN-HRRP,253,,1.0254,15.1476,14.7723,40,07/01/2020,06/30/2023
YES,NORTHERN WESTCHESTER HOSPITAL,330162,NY,READM-30-HIP-KNEE-HRRP,N/A,,1.0331,5.4949,5.3190,Too Few to Report,07/01/2020,06/30/2023
YES,NORTHERN WESTCHESTER HOSPITAL,330162,NY,READM-30-HF-HRRP,339,,0.9293,16.8207,18.1011,52,07/01/2020,06/30/2023
YES,NORTHERN WESTCHESTER HOSPITAL,330162,NY,READM-30-COPD-HRRP,67,,1.0458,18.3258,17.5229,15,07/01/2020,06/30/2023
YES,NORTHERN WESTCHESTER HOSPITAL,330162,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,NORTHERN WESTCHESTER HOSPITAL,330162,NY,READM-30-AMI-HRRP,166,,1.0574,14.0483,13.2861,26,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-PN-HRRP,2923,,0.9368,16.9516,18.0945,491,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-HIP-KNEE-HRRP,2289,,0.8071,4.0076,4.9655,89,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-HF-HRRP,3131,,0.8849,19.2806,21.7876,595,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-COPD-HRRP,532,,1.0066,21.3493,21.2094,114,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-CABG-HRRP,336,,0.9264,10.5752,11.4157,33,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-AMI-HRRP,754,,0.9472,14.4068,15.2105,106,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-PN-HRRP,2923,,0.9368,16.9516,18.0945,491,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-HIP-KNEE-HRRP,2289,,0.8071,4.0076,4.9655,89,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-HF-HRRP,3131,,0.8849,19.2806,21.7876,595,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-COPD-HRRP,532,,1.0066,21.3493,21.2094,114,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-CABG-HRRP,336,,0.9264,10.5752,11.4157,33,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-AMI-HRRP,754,,0.9472,14.4068,15.2105,106,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-PN-HRRP,2923,,0.9368,16.9516,18.0945,491,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-HIP-KNEE-HRRP,2289,,0.8071,4.0076,4.9655,89,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-HF-HRRP,3131,,0.8849,19.2806,21.7876,595,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-COPD-HRRP,532,,1.0066,21.3493,21.2094,114,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-CABG-HRRP,336,,0.9264,10.5752,11.4157,33,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-AMI-HRRP,754,,0.9472,14.4068,15.2105,106,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-PN-HRRP,2923,,0.9368,16.9516,18.0945,491,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-HIP-KNEE-HRRP,2289,,0.8071,4.0076,4.9655,89,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-HF-HRRP,3131,,0.8849,19.2806,21.7876,595,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-COPD-HRRP,532,,1.0066,21.3493,21.2094,114,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-CABG-HRRP,336,,0.9264,10.5752,11.4157,33,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-AMI-HRRP,754,,0.9472,14.4068,15.2105,106,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-PN-HRRP,2923,,0.9368,16.9516,18.0945,491,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-HIP-KNEE-HRRP,2289,,0.8071,4.0076,4.9655,89,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-HF-HRRP,3131,,0.8849,19.2806,21.7876,595,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-COPD-HRRP,532,,1.0066,21.3493,21.2094,114,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-CABG-HRRP,336,,0.9264,10.5752,11.4157,33,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-AMI-HRRP,754,,0.9472,14.4068,15.2105,106,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-PN-HRRP,2923,,0.9368,16.9516,18.0945,491,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-HIP-KNEE-HRRP,2289,,0.8071,4.0076,4.9655,89,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-HF-HRRP,3131,,0.8849,19.2806,21.7876,595,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-COPD-HRRP,532,,1.0066,21.3493,21.2094,114,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-CABG-HRRP,336,,0.9264,10.5752,11.4157,33,07/01/2020,06/30/2023
YES,NYU LANGONE HOSPITALS,330214,NY,READM-30-AMI-HRRP,754,,0.9472,14.4068,15.2105,106,07/01/2020,06/30/2023
YES,OLEAN GENERAL HOSPITAL,330103,NY,READM-30-PN-HRRP,369,,0.9999,15.4486,15.4499,57,07/01/2020,06/30/2023
YES,OLEAN GENERAL HOSPITAL,330103,NY,READM-30-HIP-KNEE-HRRP,N/A,,1.0268,4.5216,4.4037,Too Few to Report,07/01/2020,06/30/2023
YES,OLEAN GENERAL HOSPITAL,330103,NY,READM-30-HF-HRRP,269,,1.1118,21.0051,18.8929,64,07/01/2020,06/30/2023
YES,OLEAN GENERAL HOSPITAL,330103,NY,READM-30-COPD-HRRP,141,,1.0801,16.6348,15.4009,28,07/01/2020,06/30/2023
YES,OLEAN GENERAL HOSPITAL,330103,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,OLEAN GENERAL HOSPITAL,330103,NY,READM-30-AMI-HRRP,96,,1.0093,12.0517,11.9411,12,07/01/2020,06/30/2023
YES,ONEIDA HEALTH HOSPITAL,330115,NY,READM-30-PN-HRRP,110,,1.0278,14.7253,14.3276,18,07/01/2020,06/30/2023
YES,ONEIDA HEALTH HOSPITAL,330115,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,ONEIDA HEALTH HOSPITAL,330115,NY,READM-30-HF-HRRP,85,,1.1174,20.2503,18.1219,25,07/01/2020,06/30/2023
YES,ONEIDA HEALTH HOSPITAL,330115,NY,READM-30-COPD-HRRP,N/A,,0.9788,15.2487,15.5784,Too Few to Report,07/01/2020,06/30/2023
YES,ONEIDA HEALTH HOSPITAL,330115,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,ONEIDA HEALTH HOSPITAL,330115,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,OSWEGO HOSPITAL,330218,NY,READM-30-PN-HRRP,207,,1.0033,16.7991,16.7432,35,07/01/2020,06/30/2023
YES,OSWEGO HOSPITAL,330218,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,OSWEGO HOSPITAL,330218,NY,READM-30-HF-HRRP,182,,0.9994,20.9023,20.9147,38,07/01/2020,06/30/2023
YES,OSWEGO HOSPITAL,330218,NY,READM-30-COPD-HRRP,56,,1.0559,17.2847,16.3692,13,07/01/2020,06/30/2023
YES,OSWEGO HOSPITAL,330218,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,OSWEGO HOSPITAL,330218,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",330011,NY,READM-30-PN-HRRP,374,,1.0500,15.9727,15.2123,63,07/01/2020,06/30/2023
YES,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",330011,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.9403,4.4474,4.7299,Too Few to Report,07/01/2020,06/30/2023
YES,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",330011,NY,READM-30-HF-HRRP,352,,1.0043,19.5165,19.4328,69,07/01/2020,06/30/2023
YES,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",330011,NY,READM-30-COPD-HRRP,83,,0.9831,16.8949,17.1855,13,07/01/2020,06/30/2023
YES,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",330011,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",330011,NY,READM-30-AMI-HRRP,N/A,,1.0010,14.5690,14.5549,Too Few to Report,07/01/2020,06/30/2023
YES,PECONIC BAY MEDICAL CENTER,330107,NY,READM-30-PN-HRRP,484,,0.9956,16.3850,16.4582,79,07/01/2020,06/30/2023
YES,PECONIC BAY MEDICAL CENTER,330107,NY,READM-30-HIP-KNEE-HRRP,1217,,0.8162,3.4974,4.2851,40,07/01/2020,06/30/2023
YES,PECONIC BAY MEDICAL CENTER,330107,NY,READM-30-HF-HRRP,496,,1.0390,19.8172,19.0734,101,07/01/2020,06/30/2023
YES,PECONIC BAY MEDICAL CENTER,330107,NY,READM-30-COPD-HRRP,158,,1.0381,20.0099,19.2760,34,07/01/2020,06/30/2023
YES,PECONIC BAY MEDICAL CENTER,330107,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,PECONIC BAY MEDICAL CENTER,330107,NY,READM-30-AMI-HRRP,107,,1.0310,12.6736,12.2923,15,07/01/2020,06/30/2023
YES,PHELPS HOSPITAL,330261,NY,READM-30-PN-HRRP,259,,1.0182,16.1311,15.8430,43,07/01/2020,06/30/2023
YES,PHELPS HOSPITAL,330261,NY,READM-30-HIP-KNEE-HRRP,N/A,,1.0000,4.1381,4.1381,Too Few to Report,07/01/2020,06/30/2023
YES,PHELPS HOSPITAL,330261,NY,READM-30-HF-HRRP,268,,0.9783,18.8569,19.2755,49,07/01/2020,06/30/2023
YES,PHELPS HOSPITAL,330261,NY,READM-30-COPD-HRRP,N/A,,0.9466,17.8346,18.8405,Too Few to Report,07/01/2020,06/30/2023
YES,PHELPS HOSPITAL,330261,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,PHELPS HOSPITAL,330261,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,PLAINVIEW HOSPITAL,330331,NY,READM-30-PN-HRRP,532,,0.9004,14.6717,16.2942,71,07/01/2020,06/30/2023
YES,PLAINVIEW HOSPITAL,330331,NY,READM-30-HIP-KNEE-HRRP,N/A,,1.0221,4.4988,4.4016,Too Few to Report,07/01/2020,06/30/2023
YES,PLAINVIEW HOSPITAL,330331,NY,READM-30-HF-HRRP,519,,1.0106,20.0874,19.8767,105,07/01/2020,06/30/2023
YES,PLAINVIEW HOSPITAL,330331,NY,READM-30-COPD-HRRP,91,,1.0990,18.8834,17.1821,23,07/01/2020,06/30/2023
YES,PLAINVIEW HOSPITAL,330331,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,PLAINVIEW HOSPITAL,330331,NY,READM-30-AMI-HRRP,N/A,,1.0084,14.8132,14.6891,Too Few to Report,07/01/2020,06/30/2023
YES,PUTNAM HOSPITAL CENTER,330273,NY,READM-30-PN-HRRP,244,,0.9985,16.0243,16.0477,39,07/01/2020,06/30/2023
YES,PUTNAM HOSPITAL CENTER,330273,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,PUTNAM HOSPITAL CENTER,330273,NY,READM-30-HF-HRRP,269,,1.0587,19.7020,18.6091,57,07/01/2020,06/30/2023
YES,PUTNAM HOSPITAL CENTER,330273,NY,READM-30-COPD-HRRP,83,,0.9787,16.0193,16.3681,12,07/01/2020,06/30/2023
YES,PUTNAM HOSPITAL CENTER,330273,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,PUTNAM HOSPITAL CENTER,330273,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,QUEENS HOSPITAL CENTER,330231,NY,READM-30-PN-HRRP,135,,1.0874,17.9694,16.5257,30,07/01/2020,06/30/2023
YES,QUEENS HOSPITAL CENTER,330231,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,QUEENS HOSPITAL CENTER,330231,NY,READM-30-HF-HRRP,N/A,,0.9069,18.3163,20.1966,Too Few to Report,07/01/2020,06/30/2023
YES,QUEENS HOSPITAL CENTER,330231,NY,READM-30-COPD-HRRP,45,,1.0347,21.7703,21.0407,12,07/01/2020,06/30/2023
YES,QUEENS HOSPITAL CENTER,330231,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,QUEENS HOSPITAL CENTER,330231,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,RICHMOND UNIVERSITY MEDICAL CENTER,330028,NY,READM-30-PN-HRRP,240,,1.0943,20.6562,18.8769,56,07/01/2020,06/30/2023
YES,RICHMOND UNIVERSITY MEDICAL CENTER,330028,NY,READM-30-HIP-KNEE-HRRP,N/A,,1.1867,4.7010,3.9615,Too Few to Report,07/01/2020,06/30/2023
YES,RICHMOND UNIVERSITY MEDICAL CENTER,330028,NY,READM-30-HF-HRRP,122,,1.0258,20.6419,20.1234,27,07/01/2020,06/30/2023
YES,RICHMOND UNIVERSITY MEDICAL CENTER,330028,NY,READM-30-COPD-HRRP,69,,1.0093,20.8771,20.6847,15,07/01/2020,06/30/2023
YES,RICHMOND UNIVERSITY MEDICAL CENTER,330028,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,RICHMOND UNIVERSITY MEDICAL CENTER,330028,NY,READM-30-AMI-HRRP,N/A,,0.9710,13.0672,13.4570,Too Few to Report,07/01/2020,06/30/2023
YES,ROCHESTER GENERAL HOSPITAL,330125,NY,READM-30-PN-HRRP,175,,1.1295,19.1696,16.9723,42,07/01/2020,06/30/2023
YES,ROCHESTER GENERAL HOSPITAL,330125,NY,READM-30-HIP-KNEE-HRRP,N/A,,1.0097,4.7778,4.7320,Too Few to Report,07/01/2020,06/30/2023
YES,ROCHESTER GENERAL HOSPITAL,330125,NY,READM-30-HF-HRRP,474,,1.0033,19.9936,19.9287,95,07/01/2020,06/30/2023
YES,ROCHESTER GENERAL HOSPITAL,330125,NY,READM-30-COPD-HRRP,96,,1.1365,22.7179,19.9901,30,07/01/2020,06/30/2023
YES,ROCHESTER GENERAL HOSPITAL,330125,NY,READM-30-CABG-HRRP,118,,1.1745,14.7546,12.5628,23,07/01/2020,06/30/2023
YES,ROCHESTER GENERAL HOSPITAL,330125,NY,READM-30-AMI-HRRP,225,,1.1179,16.6521,14.8961,43,07/01/2020,06/30/2023
YES,"ROME MEMORIAL HOSPITAL, INC",330215,NY,READM-30-PN-HRRP,107,,1.0548,15.3655,14.5667,20,07/01/2020,06/30/2023
YES,"ROME MEMORIAL HOSPITAL, INC",330215,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,"ROME MEMORIAL HOSPITAL, INC",330215,NY,READM-30-HF-HRRP,105,,1.0222,19.4815,19.0581,22,07/01/2020,06/30/2023
YES,"ROME MEMORIAL HOSPITAL, INC",330215,NY,READM-30-COPD-HRRP,76,,1.0027,18.2063,18.1580,14,07/01/2020,06/30/2023
YES,"ROME MEMORIAL HOSPITAL, INC",330215,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,"ROME MEMORIAL HOSPITAL, INC",330215,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,GOOD SAMARITAN HOSPITAL OF SUFFERN,330158,NY,READM-30-PN-HRRP,648,,1.1984,20.2651,16.9103,144,07/01/2020,06/30/2023
YES,GOOD SAMARITAN HOSPITAL OF SUFFERN,330158,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.8069,3.7546,4.6531,Too Few to Report,07/01/2020,06/30/2023
