In 219 List,Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,Telephone Number,Measure ID,Measure Name,Compared to National,Score,Footnote,Start Date,End Date
YES,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,BRONX,(212) 960-9000,HAI_2_NUMERATOR,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,Better than the National Benchmark,0,,01/01/2024,12/31/2024
YES,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,BRONX,(212) 960-9000,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),Better than the National Benchmark,0.000,,01/01/2024,12/31/2024
YES,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,BRONX,(212) 960-9000,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,No Different than National Benchmark,0.354,,01/01/2024,12/31/2024
YES,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,BRONX,(212) 960-9000,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,No Different than National Benchmark,3.785,,01/01/2024,12/31/2024
YES,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,BRONX,(212) 960-9000,HAI_3_DOPC,SSI - Colon Surgery: Number of Procedures,No Different than National Benchmark,74,,01/01/2024,12/31/2024
YES,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,BRONX,(212) 960-9000,HAI_3_ELIGCASES,SSI - Colon Surgery: Predicted Cases,No Different than National Benchmark,2.157,,01/01/2024,12/31/2024
YES,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,BRONX,(212) 960-9000,HAI_3_NUMERATOR,SSI - Colon Surgery: Observed Cases,No Different than National Benchmark,3,,01/01/2024,12/31/2024
YES,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,BRONX,(212) 960-9000,HAI_3_SIR,SSI - Colon Surgery,No Different than National Benchmark,1.391,,01/01/2024,12/31/2024
YES,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,BRONX,(212) 960-9000,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,Not Available,13,01/01/2024,12/31/2024
YES,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,BRONX,(212) 960-9000,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,Not Available,Not Available,13,01/01/2024,12/31/2024
YES,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,BRONX,(212) 960-9000,HAI_4_DOPC,SSI - Abdominal Hysterectomy: Number of Procedures,Not Available,28,,01/01/2024,12/31/2024
YES,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,BRONX,(212) 960-9000,HAI_4_ELIGCASES,SSI - Abdominal Hysterectomy: Predicted Cases,Not Available,0.208,,01/01/2024,12/31/2024
YES,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,BRONX,(212) 960-9000,HAI_4_NUMERATOR,SSI - Abdominal Hysterectomy: Observed Cases,Not Available,0,,01/01/2024,12/31/2024
YES,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,BRONX,(212) 960-9000,HAI_4_SIR,SSI - Abdominal Hysterectomy,Not Available,Not Available,13,01/01/2024,12/31/2024
YES,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,BRONX,(212) 960-9000,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,No Different than National Benchmark,0.330,,01/01/2024,12/31/2024
YES,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,BRONX,(212) 960-9000,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,No Different than National Benchmark,1.995,,01/01/2024,12/31/2024
YES,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,BRONX,(212) 960-9000,HAI_5_DOPC,MRSA Bacteremia: Patient Days,No Different than National Benchmark,76063,,01/01/2024,12/31/2024
YES,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,BRONX,(212) 960-9000,HAI_5_ELIGCASES,MRSA Bacteremia: Predicted Cases,No Different than National Benchmark,5.554,,01/01/2024,12/31/2024
YES,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,BRONX,(212) 960-9000,HAI_5_NUMERATOR,MRSA Bacteremia: Observed Cases,No Different than National Benchmark,5,,01/01/2024,12/31/2024
YES,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,BRONX,(212) 960-9000,HAI_5_SIR,MRSA Bacteremia,No Different than National Benchmark,0.900,,01/01/2024,12/31/2024
YES,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,BRONX,(212) 960-9000,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,Better than the National Benchmark,0.016,,01/01/2024,12/31/2024
YES,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,BRONX,(212) 960-9000,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,Better than the National Benchmark,0.169,,01/01/2024,12/31/2024
YES,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,BRONX,(212) 960-9000,HAI_6_DOPC,Clostridium Difficile (C.Diff): Patient Days,Better than the National Benchmark,73579,,01/01/2024,12/31/2024
YES,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,BRONX,(212) 960-9000,HAI_6_ELIGCASES,Clostridium Difficile (C.Diff): Predicted Cases,Better than the National Benchmark,48.261,,01/01/2024,12/31/2024
YES,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,BRONX,(212) 960-9000,HAI_6_NUMERATOR,Clostridium Difficile (C.Diff): Observed Cases,Better than the National Benchmark,3,,01/01/2024,12/31/2024
YES,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,BRONX,(212) 960-9000,HAI_6_SIR,Clostridium Difficile (C.Diff),Better than the National Benchmark,0.062,,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_1_DOPC,Central Line Associated Bloodstream Infection: Number of Device Days,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_1_ELIGCASES,Central Line Associated Bloodstream Infection (ICU + select Wards): Predicted Cases,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_1_NUMERATOR,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_2_DOPC,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_2_ELIGCASES,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_2_NUMERATOR,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_3_DOPC,SSI - Colon Surgery: Number of Procedures,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_3_ELIGCASES,SSI - Colon Surgery: Predicted Cases,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_3_NUMERATOR,SSI - Colon Surgery: Observed Cases,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_3_SIR,SSI - Colon Surgery,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_4_DOPC,SSI - Abdominal Hysterectomy: Number of Procedures,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_4_ELIGCASES,SSI - Abdominal Hysterectomy: Predicted Cases,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_4_NUMERATOR,SSI - Abdominal Hysterectomy: Observed Cases,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_4_SIR,SSI - Abdominal Hysterectomy,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_5_DOPC,MRSA Bacteremia: Patient Days,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_5_ELIGCASES,MRSA Bacteremia: Predicted Cases,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_5_NUMERATOR,MRSA Bacteremia: Observed Cases,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_5_SIR,MRSA Bacteremia,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_6_DOPC,Clostridium Difficile (C.Diff): Patient Days,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_6_ELIGCASES,Clostridium Difficile (C.Diff): Predicted Cases,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_6_NUMERATOR,Clostridium Difficile (C.Diff): Observed Cases,Not Available,Not Available,5,01/01/2024,12/31/2024
YES,331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,HAI_6_SIR,Clostridium Difficile (C.Diff),Not Available,Not Available,5,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,No Different than National Benchmark,0.143,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,No Different than National Benchmark,1.086,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_1_DOPC,Central Line Associated Bloodstream Infection: Number of Device Days,No Different than National Benchmark,8350,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_1_ELIGCASES,Central Line Associated Bloodstream Infection (ICU + select Wards): Predicted Cases,No Different than National Benchmark,8.883,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_1_NUMERATOR,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,No Different than National Benchmark,4,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),No Different than National Benchmark,0.450,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,Better than the National Benchmark,N/A,8,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,Better than the National Benchmark,0.456,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_2_DOPC,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,Better than the National Benchmark,5269,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_2_ELIGCASES,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,Better than the National Benchmark,6.570,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_2_NUMERATOR,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,Better than the National Benchmark,0,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),Better than the National Benchmark,0.000,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,No Different than National Benchmark,0.422,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,No Different than National Benchmark,3.207,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_3_DOPC,SSI - Colon Surgery: Number of Procedures,No Different than National Benchmark,113,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_3_ELIGCASES,SSI - Colon Surgery: Predicted Cases,No Different than National Benchmark,3.009,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_3_NUMERATOR,SSI - Colon Surgery: Observed Cases,No Different than National Benchmark,4,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_3_SIR,SSI - Colon Surgery,No Different than National Benchmark,1.329,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,No Different than National Benchmark,0.171,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,No Different than National Benchmark,3.371,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_4_DOPC,SSI - Abdominal Hysterectomy: Number of Procedures,No Different than National Benchmark,228,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_4_ELIGCASES,SSI - Abdominal Hysterectomy: Predicted Cases,No Different than National Benchmark,1.960,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_4_NUMERATOR,SSI - Abdominal Hysterectomy: Observed Cases,No Different than National Benchmark,2,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_4_SIR,SSI - Abdominal Hysterectomy,No Different than National Benchmark,1.020,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,No Different than National Benchmark,0.070,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,No Different than National Benchmark,1.374,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_5_DOPC,MRSA Bacteremia: Patient Days,No Different than National Benchmark,76158,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_5_ELIGCASES,MRSA Bacteremia: Predicted Cases,No Different than National Benchmark,4.810,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_5_NUMERATOR,MRSA Bacteremia: Observed Cases,No Different than National Benchmark,2,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_5_SIR,MRSA Bacteremia,No Different than National Benchmark,0.416,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,Better than the National Benchmark,0.063,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,Better than the National Benchmark,0.379,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_6_DOPC,Clostridium Difficile (C.Diff): Patient Days,Better than the National Benchmark,60607,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_6_ELIGCASES,Clostridium Difficile (C.Diff): Predicted Cases,Better than the National Benchmark,29.256,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_6_NUMERATOR,Clostridium Difficile (C.Diff): Observed Cases,Better than the National Benchmark,5,,01/01/2024,12/31/2024
YES,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,HAI_6_SIR,Clostridium Difficile (C.Diff),Better than the National Benchmark,0.171,,01/01/2024,12/31/2024
YES,330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,(914) 964-4444,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,Worse than the National Benchmark,1.083,,01/01/2024,12/31/2024
YES,330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,(914) 964-4444,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,Worse than the National Benchmark,4.426,,01/01/2024,12/31/2024
YES,330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,(914) 964-4444,HAI_1_DOPC,Central Line Associated Bloodstream Infection: Number of Device Days,Worse than the National Benchmark,3814,,01/01/2024,12/31/2024
YES,330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,(914) 964-4444,HAI_1_ELIGCASES,Central Line Associated Bloodstream Infection (ICU + select Wards): Predicted Cases,Worse than the National Benchmark,3.432,,01/01/2024,12/31/2024
YES,330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,(914) 964-4444,HAI_1_NUMERATOR,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,Worse than the National Benchmark,8,,01/01/2024,12/31/2024
YES,330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,(914) 964-4444,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),Worse than the National Benchmark,2.331,,01/01/2024,12/31/2024
YES,330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,(914) 964-4444,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,Better than the National Benchmark,0.010,,01/01/2024,12/31/2024
YES,330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,(914) 964-4444,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,Better than the National Benchmark,0.940,,01/01/2024,12/31/2024
