pfi,hospital_name,county,region,unit_name,unit_description,rn_count,rn_hours_per_pt,avg_patients,rn_pts_per_nurse
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Intensive Care,IP 9B MICU- ICU,3.86,4.15,7.7,2
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Medical/Surgical,6A IP Medicine,1.37,1.95,8.2,6
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Medical/Surgical,6A IP Medicine- Telemetry,2.13,2.81,8.5,4
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Medical/Surgical,6B IP Medicine,1.41,1.9,8.4,6
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Medical/Surgical,6B IP Medicine Telemetry,2.38,2.52,9.5,4
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Medical/Surgical,8B IP Medicine Surgical,1.97,1.17,13.7,7
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Mental Health Services O/P,Adult Mental Health Clinic,4,0.21,155.6,38.9
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Mental Health Services O/P,Mental Health,4,0.21,155.6,38.9
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Obstetrics/Gynecology,IP 4C MOTHER AND BABY,1.65,3.22,5,3
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Obstetrics/Gynecology,IP LABOR AND DELIVERY,1.25,6.4,2.5,2
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Other,Oncology & Infusion Center,4,1.95,16.5,4.11
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Other,"Radiology/Imaging: MRI, X-ray, CT",3,0.69,35,11.66
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Outpatient Clinics,Adult Medical Specialities,4,0.33,97,24.25
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Outpatient Clinics,Adult Medical Subspecialities,5,0.39,102.7,20.54
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Outpatient Clinics,Pediatrics & Pediatric Speciality,6,0.43,112,18.66
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Outpatient Clinics,"Primary Care (Adult, Family & Pride Health)",15,0.41,291,19.4
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Outpatient Clinics,Surgery,4,0.27,118,29.5
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Outpatient Clinics,Women's Health,9,0.65,110,12.22
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Pediatric,IP 5B PEDIATRICS,0.72,1.86,4.3,6
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Psychiatry,8W IP ADULT PSYCH,2.49,1.38,17.4,7
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Psychiatry,IP 6W ADULT PSYCH,2.29,1.5,16,7
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Psychiatry,IP 9W ADULT PSYCH,2.36,1.45,16.5,7
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Psychiatry,Psych ED,2,5.33,3,1.5
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Rehabilitaion,IP 3A- Rehab,1.12,2.03,7.9,7
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Rehabilitaion,OP,1,0.16,48.7,48.7
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Cardiac Catheterization/EP,Cardiac Cath Lab - GP5 775,24,7.2,25,1.04
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Cardiovascular,"CICU CDSU stepdown (formerly kcc6N/S moved to
GP5E)",7,4.01,13.1,1.87
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Cardiovascular,GP 7 West Intermediate Care,9,2.45,27.5,3.06
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Cardiovascular,GP 7C Cardiac Intermediate,10,2.3,32.6,3.26
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Cardiovascular,GP 7E Cardiac Intermediate Care,8,2.35,25.5,3.19
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Cardiovascular,KCC4N,4,6.98,4.3,1.08
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Dialysis - Acute,Mount Sinai Kidney Center (B1),9,2.25,30,3.33
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Emergency Department,Emergency Department,31,2.19,106,3.42
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Emergency Department,Psychiatry Emergency Department,2,11.54,1.3,0.65
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Endoscopy,MSH Endo 780,17,2.55,50,2.94
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Infusion Services,DubinBrCtr Infusion 377,6,2.25,20,3.3
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Infusion Services,MSH TherInf. 410,10,1.25,60,6
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Infusion Services,RTC Infusion 383,32,1.2,200,6.25
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Intensive Care,GP 5C/5W Cardiac ICU,22,6.4,25.8,1.17
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Intensive Care,Gp 6W Intermediate Care,10,2.3,32.6,3.26
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Intensive Care,KCC 9 Neuro Surgery ICU,11,4.94,16.7,1.52
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Intensive Care,Medical ICU,7,5.53,9.5,1.36
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Intensive Care,Surgical and Transplant ICU,14,6.65,15.8,1.13
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Medical/Surgical,GP 10 E,12,2.73,33,2.75
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Medical/Surgical,GP 10W Med surg,11,2.48,33.2,3.02
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Medical/Surgical,GP 11W Nursing - Telemetry Med Surg,3,1.76,12.8,4.27
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Medical/Surgical,GP 8 East Intermediate Care,8,1.91,31.4,3.93
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Medical/Surgical,GP 8C Med Surg,9,2.01,33.6,3.73
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Medical/Surgical,GP 9 East Medsurg,11,2.52,32.7,2.97
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Medical/Surgical,KCC 4/5S Split Unit (split unit 2 floors) Medicine,8,1.97,30.4,3.8
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Medical/Surgical,KCC 5N Medsurg,5,1.57,23.9,4.78
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Neonatal,"Neonatal ICU / Neonatal Intermediate Care / Neonatal
Progressive Care",21,3.42,46.1,2.2
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Nuclear Medicine/Radiology,Interv Rad 146,9,4.5,15,1.67
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Obstetrics/Gynecology,KP 7 Post/Ante Partum,6,3,15,2.5
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Obstetrics/Gynecology,KP 8 Post/Ante Partum,6,3,15,2.5
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Obstetrics/Gynecology,KP5 Antepartum now on KP6E,3,4.89,4.6,1.53
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Obstetrics/Gynecology,Labor and Delivery,24,12.77,14.1,0.59
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Oncology,GP 10C Oncology Intermediate Care,9,2.1,32.1,3.57
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Oncology,GP 11C Oncology Intermediate Care,9,2.8,24.1,2.68
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Oncology,GP 11E Oncology Intermediate Care,10,2.73,27.5,2.75
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Other,Apheresis 708,9,6.75,10,1.11
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Other,Cardiac Imaging 460/461,10,0.82,91,9.1
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Other,Electrophysiology Services - GP5 #364,11,6.88,12,1.09
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Other,GP6 Echo Lab 124,3,0.32,71,23.67
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Other,KP 6 Palliative Care,3,2.16,10.4,3.47
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Other,MSH CT OR 779,17,18.21,7,0.41
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Other,MSH Main Radiology,6.4,1.02,47,7.34
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Other,MSH OR 391/392/393,71,6.26,85,1.2
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Other,MSH PACU 778,47,3.83,92,1.96
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Other,MSH Pre-Op 769,21,1.71,92,4.38
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Other,Rad Onc 130,6,0.9,50,8.33
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Outpatient Clinics,DubinBrCtr. 377,7,1.25,60,6
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Outpatient Clinics,Neurology 479,1,0.13,60,60
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Outpatient Clinics,Obstetrics and Gynecologic Ambulatory Practice,5,0.22,170,34
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Outpatient Clinics,Oral Maxillofacial Surgery (OMS)/ENT,4,0.49,61,15.25
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Outpatient Clinics,Pediatric Endocrinology 470,2,0.29,52,26
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Outpatient Clinics,Pediatrics 746,4,0.17,181,45.3
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Outpatient Clinics,RTC Office practice 372,29,1.09,200,6.9
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Outpatient Clinics,Respiratory Institute,4,0.2,147,36.75
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Pediatric,P2 Pediatric Oncology,3,3.41,6.6,2.2
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Pediatric,P4S Pediatric Stepdown,3,2.71,8.3,2.77
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Pediatric,P5 Pediatric Medsurg,6,2.54,17.7,2.95
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Pediatric,Pediatric Cardio ICU,5,7.21,5.2,1.04
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Pediatric,Pediatric ICU,9,5.72,11.8,1.31
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Psychiatry,KCC 7s Adult Psych,3,1.32,17,5.67
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Psychiatry,Madison 5 Adult Psych,5,1.61,23.3,4.66
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Rehabilitaion,KCC 2 Restorative Rehab,5,1.6,23.4,4.68
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Short Stay,RETU 419,3,1.96,11.5,3.83
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Stepdown,GP 8W Intermediate Care,10,2.55,29.4,2.94
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Stepdown,GP 9W - Intermediate Care,13,3.11,31.4,2.42
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Transplant,GP 9C Transplant,11,2.58,32,2.91
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Ambulatory Surgery,805253 M8 IVF,5,6,17,2
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Ambulatory Surgery,805852 Amb Surg OR,14,8,31,1
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Burn,805480 8W CRIT BURN (ICU)/ADULT&PEDS BURN,11,5,17.74,1.61
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Cardiac Catheterization/EP,806101 WC Cath Lab,11,4,15.27,2
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Cardiac Catheterization/EP,806104 WC Electrophysiology,10,4,7.46,2
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Cardiovascular,805427 4C CRIT CARE (CARD SDU),10,3,29.67,2.97
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Critical Care,805214 6S WCH PICU,11,6,14.39,1.31
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Critical Care,805420 5S CRIT ICU (MED ICU),11,4,18.72,1.7
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Critical Care,805431 8S CRIT CARE (SICU)/TRAUMA,10,5,15.56,1.56
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Critical Care,805433 2S NEURO ICU,7,4,12.47,1.78
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Critical Care,805470 4W CRIT CARE (CTICU),13,5,18.8,1.45
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Critical Care,805495 4S CRIT CARE (CCU),11,5,18.22,1.66
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Dialysis - Acute,"805155 B15 Inpt Dialysis/Bedside
Outfield + Apheresis",6,4,10.26,2
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Emergency Department,805485 EMERGENCY DEPARTMENT,27,2.92,69.39,6
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Geriatric,805131 11S-B MEDSURG GERI,4,1,20.2,5.05
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Infusion Services,805848 Peds Oncology,2,3,10.62,3
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Infusion Services,806953 Oncology Treatment Center,11,3,67.39,3
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Medical/Surgical,805112 5C MEDSURG,7,2,29.69,4.24
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Medical/Surgical,805113 2N NEURO-SPINE,4,2,14.77,3.69
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Medical/Surgical,805124 5N MED SURG,8,2,33.24,4.16
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Medical/Surgical,805134 14S MEDSURG (AM),7,2,25.61,3.66
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Medical/Surgical,805136 14N BARIATRIC/GI,5,2,18.69,3.74
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Medical/Surgical,805455 7C MED-SURG,5,2,22.49,4.5
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Neurology,805436 2W NEURO MS / SDU,6,2,20.69,3.45
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Oncology,805120 10C MED SURG (ONC),7,2,23.67,3.38
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Oncology,805126 10W MED SURG (BMT),6,3,15.46,2.58
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Oncology,805140 10S MED SURG (ONC),5,2,17.85,3.57
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Oncology,805153 10N MEDICAL ONCOLOGY,6,3,17.62,2.94
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Orthopedics,805137 8C VASC/ORTHO SURG,7,2,29.9,4.27
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Other,805320 OR,23,8,31,1
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Other,805325 Recovery Room,20,4,41,2
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Other,805330 3W Pre-Op,7,4,41,2
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Other,805335 F10 Preop,8,4,27,3
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Other,805338 F10 PACU,9,4,22,2
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Other,805846 Endo,8,6,23,2
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Other,806103 Cardiac Graphics Adult ECG Lab,1,8,4.95,1
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Other,806214 WC Interventional Neuro-Radiology,3,4,2.84,2
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Other,806222 / 809703 WC Interventional Radiology,19,4,10.01,2
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Other,806248 Stich Radiation Oncology,3,8,23.84,1
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Other,806262 Radiology/Nursing,4,8,73.16,1
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Other,806560 Transesophageal Echocardiography Lab,1,8,2.62,1
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Other,806628 Gamma Knife,1,8,1.98,1
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Other,806840 BMT Day Hospital & Apheresis,5,3,6.61,3
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Outpatient Clinics,806505 B24 Center for Special Studies,2,8,20.52,1
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Outpatient Clinics,806836 B21 Oral Maxillofacial Surgery,0.5,8,12.5,1
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Outpatient Clinics,806861 P2 The Center on Aging,2,8,29.69,1
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Outpatient Clinics,806893 Starr 6 Neurology,0.5,8,4.21,1
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Pediatric,805218 6N & 6NR WCH PEDS,4,2,16.83,4.21
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Rehabilitaion,805138 B17 MEDSURG (REHAB),4,2,18.02,4.51
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Stepdown,805122 5W CRIT CARE (MED SDU),6,2,24.9,4.15
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Stepdown,805132 8N SURGICAL (SDU),10,3,29.04,2.9
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Stepdown,805217 6C PEDS SDU,5,3,14.04,2.81
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Stepdown,805425 4N CRIT (MED SDU),12,3,34.49,2.87
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Stepdown,805429 2SW NEUROSCIENCE ICU,4,3,10.2,2.55
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Stepdown,805432 11S-A MED SURG SDU,6,2,21.19,3.53
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Transplant,805142 7N MEDSURG (TRANSPLANT),5,2,20.36,4.07
1460,New York Eye And Ear Infirmary of Mount Sinai,New York,Metropolitan Area Regional Office,Ambulatory Surgery,5th floor Amb Surg Units A and B,7,2.15,38,5
1460,New York Eye And Ear Infirmary of Mount Sinai,New York,Metropolitan Area Regional Office,Medical/Surgical,7th floor,2,8.89,1.8,5
1460,New York Eye And Ear Infirmary of Mount Sinai,New York,Metropolitan Area Regional Office,Other,Operating Room - 2nd floor,10,2.7,30,3
1460,New York Eye And Ear Infirmary of Mount Sinai,New York,Metropolitan Area Regional Office,Other,Post Anesthesia Care Unit,4,2.6,12,3
1460,New York Eye And Ear Infirmary of Mount Sinai,New York,Metropolitan Area Regional Office,Other,operating Room - 4th Floor,12,3.84,25,2
1460,New York Eye And Ear Infirmary of Mount Sinai,New York,Metropolitan Area Regional Office,Outpatient Clinics,Comprehensive Eye Clinic,4,0.8,170,10
1460,New York Eye And Ear Infirmary of Mount Sinai,New York,Metropolitan Area Regional Office,Outpatient Clinics,Retina Clinic,3,0.53,100,15
1460,New York Eye And Ear Infirmary of Mount Sinai,New York,Metropolitan Area Regional Office,Pediatric,9th Floor peds,2,1.6,10,5
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Ambulatory Surgery,ACC 21- OR,3.8,2.55,14,3.88
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Ambulatory Surgery,ACC 21- PACU,1.75,1.55,9.04,5.17
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Ambulatory Surgery,ACC 23- OR,4.8,3.22,31,7.7
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Ambulatory Surgery,ACC 23- PACU,2.7,0.79,27.62,10.1
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Ambulatory Surgery,ACC3- OR,3.8,4.2,15,4.21
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Ambulatory Surgery,ACC3- PACU,2.25,1.62,11.14,4.95
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Ambulatory Surgery,Essex Crossing OR,4.8,5.46,17,4.35
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Ambulatory Surgery,Essex Crossing- PACU,2.75,1.64,13.4,4.87
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Cardiac Catheterization/EP,TH KP 4 CARDIAC EP,21.25,13.79,12.33,0.58
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Cardiac Catheterization/EP,TH KP 5/HCC 14 CARDIAC CATH,17.5,8.03,17.44,1
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Dialysis - Acute,TH 18 NEPHROLOGY,5.14,4.19,9.81,1.91
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Emergency Department,Tisch Emergency Department,36,2.6,16.8,2.97
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Endoscopy,TH BK Endo OR,2.4,3.58,28,13.87
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Endoscopy,TH BK Endo PR,2.4,3.58,28,13.87
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Endoscopy,TH ENDO- OR,6.6,3.94,26,3.69
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Intensive Care,Intensive Care & Pediatrics - KP 9 CCVCU,11.87,6.67,14.24,1.2
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Intensive Care,Intensive Care & Pediatrics - KP 9 PICU,14.86,6.27,18.97,1.28
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - KP 10 SURG,10.67,2.67,32.01,3
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - KP 11 SURG,10.34,2.67,31.03,3
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - KP 17 NEURO,9.99,2.67,29.98,3
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - TH 11E,7.36,2.3,25.6,3.48
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - TH 12E,5.75,2.3,20,3.48
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - TH 14 EAST MED,8.08,2.3,28.1,3.48
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - TH 14 WEST,6.61,2.3,23,3.48
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - TH 16 WEST,8.76,2.3,30.47,3.48
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - TH 17 EAST MED,8.39,2.3,29.17,3.48
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - TH 17 WEST MED,8.76,2.3,30.47,3.48
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - TH16 EAST MED,7.33,2.3,25.5,3.48
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Neonatal,Neonatal Intensive/Intermediate Care - TH9 NICU,24.78,4.43,44.72,1.8
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Nuclear Medicine/Radiology,TH KP 2/TH 2 RAD IR,19.94,8.72,18.29,0.92
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Obstetrics/Gynecology,Maternity - TH 12/13 OB,13.13,1.97,53.4,4.07
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Obstetrics/Gynecology,Maternity - TH 8 LABOR AND DELIVERY,14.32,7.35,15.59,1.09
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Oncology,Medical / Surgical - KP 18 HEME / ONC/ BMT,10.74,2.9,29.6,2.76
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Other,HCC 13,6,1.86,25.6,4.27
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Other,HCC 2- OR,5.7,3.57,13,5.7
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Other,HCC 2- PACU,3,2.67,8.97,2.99
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Other,KP 2- OR,7.6,4.16,7,0.99
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Other,KP 2- PACU,1.29,3.66,2.81,2.19
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Other,KP 4- OR,4.8,4.01,10,2.49
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Other,KP 4- PACU,4,3.44,9.31,2.33
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Other,KP 4- PR,1.8,0.76,0.2,2.22
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Other,KP 5- OR,10.4,5.59,16,1.4
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Other,KP 5- PACU,2,3.42,4.68,2.34
