pfi,hospital_name,county,region,unit_name,unit_description,day_UNLICENSED_count,day_UNLICENSED_hours_per_pt,evening_UNLICENSED_count,evening_UNLICENSED_hours_per_pt,night_UNLICENSED_count,night_UNLICENSED_hours_per_pt
1445,Harlem Hospital Center,New York,Metropolitan Area Regional Office,Emergency Department,Pediatric MP 1st Floor,,,1,8,,
1445,Harlem Hospital Center,New York,Metropolitan Area Regional Office,Medical/Surgical,13th Floor Medical Surgical Unit (Telemetry ),,,2,1.43,,
1445,Harlem Hospital Center,New York,Metropolitan Area Regional Office,Medical/Surgical,14th Floor Medical Surgical,,,4,1.4,,
1445,Harlem Hospital Center,New York,Metropolitan Area Regional Office,Critical Care,17th Floor PICU,,,,,1,3.91
1445,Harlem Hospital Center,New York,Metropolitan Area Regional Office,Critical Care,4th Floor NICU,,,,,1,8
1445,Harlem Hospital Center,New York,Metropolitan Area Regional Office,Critical Care,6 Burn ICU,,,,,1,2.2
1445,Harlem Hospital Center,New York,Metropolitan Area Regional Office,Critical Care,6th Floor Adult Incentive Care Unit,,,,,1,1.3
1445,Harlem Hospital Center,New York,Metropolitan Area Regional Office,Medical/Surgical,12th floor medical Surgical unit,,,,,5,3.44
1445,Harlem Hospital Center,New York,Metropolitan Area Regional Office,Medical/Surgical,13th Floor Telemetry,,,,,3,1.3
1445,Harlem Hospital Center,New York,Metropolitan Area Regional Office,Medical/Surgical,14th floor,,,,,4,1.4
1446,NYU Langone Orthopedic Hospital,New York,Metropolitan Area Regional Office,Intensive Care,Medical/Surgical - Special Care Unit,1,11,1,11,1,11
1446,NYU Langone Orthopedic Hospital,New York,Metropolitan Area Regional Office,Medical/Surgical,Medical/Surgical - 10TH FLOOR,1,0.54,1,0.54,1,0.56
1446,NYU Langone Orthopedic Hospital,New York,Metropolitan Area Regional Office,Medical/Surgical,Medical/Surgical - 11TH FLOOR,2,0.99,2,0.99,2,1.02
1446,NYU Langone Orthopedic Hospital,New York,Metropolitan Area Regional Office,Medical/Surgical,Medical/Surgical - 12TH FLOOR,1,0.4,1,0.64,1,0.64
1447,Hospital for Special Surgery,New York,Metropolitan Area Regional Office,Intensive Care,"MAIN 5E Orthopedic Specialty Care Unit - Dedicated
to adult patients requiring advanced care",0,0,0,0,0,0
1447,Hospital for Special Surgery,New York,Metropolitan Area Regional Office,Medical/Surgical,"MAIN 10 INPATIENT - Primarily dedicated to
orthopedic adult surgical patients",5,1.1,6,1.1,4,0.9
1447,Hospital for Special Surgery,New York,Metropolitan Area Regional Office,Medical/Surgical,"MAIN 11 INPATIENT - Primarily dedicated to
orthopedic adult surgical patients",3,1.1,3,1.1,3,0.8
1447,Hospital for Special Surgery,New York,Metropolitan Area Regional Office,Medical/Surgical,"MAIN 6 INPATIENT - Primarily dedicated to
orthopedic adult surgical patients",5,1.1,5,1.1,4,0.9
1447,Hospital for Special Surgery,New York,Metropolitan Area Regional Office,Medical/Surgical,"MAIN 7 INPATIENT - Primarily dedicated to
orthopedic adult surgical patients",5,1,5,1.2,4,0.9
1450,Lenox Hill Hospital,New York,Metropolitan Area Regional Office,Emergency Department,LHH Main ED,5,0.94,5,0.5,5,1
1450,Lenox Hill Hospital,New York,Metropolitan Area Regional Office,Intensive Care,5 East Coronary Care Unit (ICU),1,0.75,1,0.75,1,0.75
1450,Lenox Hill Hospital,New York,Metropolitan Area Regional Office,Intensive Care,7 East Medical ICU (ICU),1,0.68,1,0.68,1,0.68
1450,Lenox Hill Hospital,New York,Metropolitan Area Regional Office,Intensive Care,8 East Surgical ICU (ICU),1,0.63,1,0.63,1,0.63
1450,Lenox Hill Hospital,New York,Metropolitan Area Regional Office,Intensive Care,9 East CTICU (ICU),1,0.63,1,0.63,1,0.63
1450,Lenox Hill Hospital,New York,Metropolitan Area Regional Office,Medical/Surgical,4 Uris Regional Medicine (Med/Surg),3,0.75,3,0.75,2,0.5
1450,Lenox Hill Hospital,New York,Metropolitan Area Regional Office,Medical/Surgical,5 Wollman Surgery (Med/Surg),1,1.5,1,1.5,1,1.5
1450,Lenox Hill Hospital,New York,Metropolitan Area Regional Office,Medical/Surgical,7 Uris Regional Medicine (Med/Surg),3,0.75,3,0.75,2,0.5
1450,Lenox Hill Hospital,New York,Metropolitan Area Regional Office,Medical/Surgical,7 Wollman Regional Medicine (Med/Surg),2,0.83,2,0.83,2,0.83
1450,Lenox Hill Hospital,New York,Metropolitan Area Regional Office,Medical/Surgical,8 Wollman Regional Surgery (Med/Surg),2,0.83,2,0.83,2,0.83
1450,Lenox Hill Hospital,New York,Metropolitan Area Regional Office,Medical/Surgical,9 Uris Regional Surgery (Med/Surg),3,0.75,3,0.75,2,0.5
1453,Memorial Hospital For Cancer And Allied Diseases,New York,Metropolitan Area Regional Office,Intensive Care,M11 ICU,2,16,2,16,2,16
1453,Memorial Hospital For Cancer And Allied Diseases,New York,Metropolitan Area Regional Office,Intensive Care,Pediatrics,0,0,,,,
1453,Memorial Hospital For Cancer And Allied Diseases,New York,Metropolitan Area Regional Office,Intensive Care,Pediatric intensive care unit,,,0,0,0,0
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Intensive Care,IP 4DN NICU,1,0.99,1,0.99,,
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Intensive Care,IP 9B MICU- ICU,1,1.03,,,,
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Medical/Surgical,6A IP Medicine,1,0.97,1,0.97,1,0.97
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Medical/Surgical,6A IP Medicine- Telemetry,1,0.93,,,,
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Medical/Surgical,6B IP Medicine,1,0.94,,,1,0.94
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Medical/Surgical,6B IP Medicine Telemetry,1,0.84,,,1,0.84
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Medical/Surgical,8B IP Medicine Surgical,2,1.16,2,1.16,2,1.16
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Intensive Care,IP 9B MICU-ICU,,,1,1.03,,
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Medical/Surgical,6A IP Medicine Telemetry,,,1,0.84,1,0.84
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Medical/Surgical,IP 6B Medicine,,,1,0.94,,
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Medical/Surgical,IP 6B Medicine Telemetry,,,1,0.84,,
1454,Metropolitan Hospital Center,New York,Metropolitan Area Regional Office,Intensive Care,9B IP MICU- ICU,,,,,1,1.03
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Emergency Department,Emergency Department,16,1.13,,,,
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Emergency Department,Psychiatry Emergency Department,1,5.77,,,,
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Intensive Care,GP 5C/5W Cardiac ICU,4,1.16,,,,
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Intensive Care,Gp 6W Intermediate Care,4,0.92,,,,
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Intensive Care,KCC 9 Neuro Surgery ICU,2,0.9,2,0.9,2,0.9
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Intensive Care,Medical ICU,2,1.58,2,1.58,2,1.58
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Intensive Care,Surgical and Transplant ICU,2,0.95,2,0.95,2,0.95
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Medical/Surgical,GP 10 E,5,1.14,5,1.14,5,1.14
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Medical/Surgical,GP 10W Med surg,4,0.9,4,0.9,4,0.9
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Medical/Surgical,GP 11W Nursing - Telemetry Med Surg,2,1.17,2,1.17,2,1.17
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Medical/Surgical,GP 8 East Intermediate Care,4,0.96,4,0.96,4,0.96
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Medical/Surgical,GP 8C Med Surg,4,0.89,4,0.89,4,0.89
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Medical/Surgical,GP 9 East Medsurg,4,0.92,4,0.92,4,0.92
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Medical/Surgical,KCC 4/5S Split Unit (split unit 2 floors) Medicine,5,1.23,5,1.23,5,1.23
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Medical/Surgical,KCC 5N Medsurg,3,0.94,3,0.94,3,0.94
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Emergency Department,ED. 785,,,20,1.06,,
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Emergency Department,Psych ED,,,1,5.77,,
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Intensive Care,GP 9C Transplant,,,5,1.17,,
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Emergency Department,MSH ED. 785,,,,,12,2.2
1456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,Emergency Department,psych ED,,,,,1,5.77
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Critical Care,805214 6S WCH PICU,0,0,0,0,0,0
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Critical Care,805420 5S CRIT ICU (MED ICU),1,1,1,1,1,1
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Critical Care,805431 8S CRIT CARE (SICU)/TRAUMA,1,1,1,1,1,1
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Critical Care,805433 2S NEURO ICU,1,1,1,1,1,1
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Critical Care,805470 4W CRIT CARE (CTICU),1,1,1,1,1,1
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Critical Care,805495 4S CRIT CARE (CCU),1,1,1,1,,
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Emergency Department,805485 EMERGENCY DEPARTMENT,12,1.3,12,1.3,,
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Medical/Surgical,805112 5C MEDSURG,2,1,2,1,2,1
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Medical/Surgical,805113 2N NEURO-SPINE,1,1,1,1,1,1
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Medical/Surgical,805124 5N MED SURG,3,1,3,1,3,1
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Medical/Surgical,805134 14S MEDSURG (AM),3,1,3,1,3,1
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Medical/Surgical,805136 14N BARIATRIC/GI,2,1,2,1,2,1
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Medical/Surgical,805455 7C MED-SURG,2,1,2,1,2,1
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Critical Care,4S CRIT CARE (CCU),,,,,1,1
1458,New York Presbyterian Hospital New York Weill Cornell Center,New York,Metropolitan Area Regional Office,Emergency Department,805485 Emergency Department,,,,,12,1.3
1460,New York Eye And Ear Infirmary of Mount Sinai,New York,Metropolitan Area Regional Office,Medical/Surgical,7th floor,1,4.44,1,4.44,1,4.44
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Emergency Department,Tisch Emergency Department,18,1.1,17.5,1.1,17,1.1
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Intensive Care,Intensive Care & Pediatrics - KP 9 CCVCU,0,0,0,0,,
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Intensive Care,Intensive Care & Pediatrics - KP 9 PICU,0.95,0.4,0.95,0.4,0.95,0.4
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - KP 10 SURG,26.7,0.67,2.67,0.67,2.67,0.67
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - KP 11 SURG,2.59,0.67,2.59,0.67,2.59,0.67
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - KP 17 NEURO,2.5,0.67,2.5,0.67,2.5,0.67
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - TH 11E,3.16,0.99,3.16,0.99,3.16,0.99
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - TH 12E,2.47,0.99,2.47,0.99,2.47,0.99
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - TH 14 EAST MED,3.47,0.99,3.47,0.99,3.47,0.99
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - TH 14 WEST,2.84,0.99,2.84,0.99,2.84,0.99
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - TH 16 WEST,3.76,0.99,3.82,0.99,3.82,0.99
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - TH 17 EAST MED,3.6,0.99,3.6,0.99,3.44,0.99
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - TH 17 WEST MED,3.76,0.99,,,3.76,0.99
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - TH16 EAST MED,3.15,0.99,,,3.15,0.99
1463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - TH16 EAST MED ONC,,,3.15,0.99,,
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Emergency Department,606048 MILSTEIN EMERGENCY DEPARTMENT,16.5,1.44,18,1.6,12,1.3
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Emergency Department,609847 CHILD EMERGENCY ROOM,4,0.62,4,0.55,4,0.72
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Intensive Care,605150 5MHB/HH CTICU,2,1,2,1,2,1
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Intensive Care,605152 4HS SURGICAL ICU,1,1,1,1,1,1
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Intensive Care,605420 4HN MEDICAL ICU,2,1,2,1,2,1
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Intensive Care,605476 8GS NEUROLOGICAL ICU,1,1,1,1,0,0
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Intensive Care,605495 5MHB/HH CCU,2,1,2,1,1,1
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Medical/Surgical,605110 6GS MEDICINE (INFECTIOUS DISEASE),3,1,3,1,2,1
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Medical/Surgical,605116 6GN MEDICINE,3,1,3,1,3,1
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Medical/Surgical,605161 7GS HOSPITALIST,3,1,3,1,2,1
1464,New York Presbyterian Hospital Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,Medical/Surgical,605712 8MA MED ANNEX,1,1,1,1,0,0
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Critical Care,NURSING 8AS CRITICAL CARE STEPDOWN-Annex,1,2,1,2,1,2
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Emergency Department,Emergency Department,3,24,3,30,2,16
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Intensive Care,8AE-NURSING INTENSIVE CARE UNIT,2,1.6,2,1.6,2,1.6
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Intensive Care,NURSING 8A SOUTH NEUROSURGICAL,1,0.8,,,,
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Medical/Surgical,10A MEDICAL SURGICAL UNIT,4.96,1.47,4.96,1.47,4.96,1.47
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Medical/Surgical,14B MEDICAL SURGICAL UNIT,2.96,2.96,2.96,2.96,2.96,2.96
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Medical/Surgical,8AW-ADULT MEDICAL/SURGICAL ICU,1,2,1,2,1,2
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Medical/Surgical,9B MEDICAL UNIT,4.96,1.13,4.96,1.13,4.96,1.13
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Medical/Surgical,NURSING 10B MEDICAL SURGICAL UNIT,4.96,1.65,4.96,1.65,4.96,1.65
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Medical/Surgical,NURSING 8B MEDICAL SURGICAL UNIT,4.96,1.98,4.96,1.98,4.96,1.98
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Medical/Surgical,NURSING 9A MEDICAL SURGICAL UNIT,4.96,1.24,4.96,1.24,4.96,1.24
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Critical Care,NURSING 8A SOUTH NEUROSURGICAL,,,1,0.8,1,0.8
1466,Mount Sinai West,New York,Metropolitan Area Regional Office,Medical/Surgical,14A MEDICAL SURGICAL UNIT,,,3.96,1.27,,
1469,Mount Sinai Morningside,New York,Metropolitan Area Regional Office,Emergency Department,Emergency Department,7,0.41,7,1.51,7,6.22
1469,Mount Sinai Morningside,New York,Metropolitan Area Regional Office,Intensive Care,"6E CCU / OPEN HEART
ICU / CSICU-Nursing - Critical Care Cardiac",2,0.89,2,0.89,2,0.89
1469,Mount Sinai Morningside,New York,Metropolitan Area Regional Office,Intensive Care,7E ICU-Nursing - Critical Care,2,0.8,2,0.8,2,0.8
1469,Mount Sinai Morningside,New York,Metropolitan Area Regional Office,Medical/Surgical,6W MEDICAL UNIT -Nursing - Med Surg,2,0.57,2,0.57,2,0.57
1469,Mount Sinai Morningside,New York,Metropolitan Area Regional Office,Medical/Surgical,7W MEDICAL UNIT -Nursing - Med Surg,2,0.5,2,0.5,2,0.5
1469,Mount Sinai Morningside,New York,Metropolitan Area Regional Office,Medical/Surgical,8E SURGICAL UNIT - Nursing Surgery,3,0.75,3,0.75,3,0.75
1469,Mount Sinai Morningside,New York,Metropolitan Area Regional Office,Medical/Surgical,9W MEDICAL UNIT -Nursing - Med Surg,3,0.83,2,0.55,2,0.55
1469,Mount Sinai Morningside,New York,Metropolitan Area Regional Office,Medical/Surgical,Clark 5 - Nursing - Med Surg,2,0.73,2,0.73,2,0.73
1486,Henry J. Carter Specialty Hospital,New York,Metropolitan Area Regional Office,Medical/Surgical,3 East,2,1.15,2,1.15,2,1.15
1486,Henry J. Carter Specialty Hospital,New York,Metropolitan Area Regional Office,Medical/Surgical,3 West,3,1.18,3,1.18,2,0.78
1486,Henry J. Carter Specialty Hospital,New York,Metropolitan Area Regional Office,Medical/Surgical,4 West,3,1.25,3,1.25,2,0.83
1486,Henry J. Carter Specialty Hospital,New York,Metropolitan Area Regional Office,Medical/Surgical,5 East,2,1.25,2,1.25,2,1.25
1486,Henry J. Carter Specialty Hospital,New York,Metropolitan Area Regional Office,Medical/Surgical,5 West,3,1.12,3,1.12,2,0.75
1486,Henry J. Carter Specialty Hospital,New York,Metropolitan Area Regional Office,Medical/Surgical,6 West,5,1.29,5,1.29,3,0.77
1486,Henry J. Carter Specialty Hospital,New York,Metropolitan Area Regional Office,Medical/Surgical,7 West,5,1.29,5,1.29,3,0.77
15485,The University of Vermont Health Network -Alice Hyde Medical Center,Franklin,Capital District Regional Office,Emergency Department,Emergency Department,1.5,0.85,,,1,0.72
15485,The University of Vermont Health Network -Alice Hyde Medical Center,Franklin,Capital District Regional Office,Medical/Surgical,Medical Floor,3,24,3,24,3,24
15485,The University of Vermont Health Network -Alice Hyde Medical Center,Franklin,Capital District Regional Office,Emergency Department,Emergency Dept,,,2,1.14,,
15620,Wyoming County Community Hospital,Wyoming,Western Regional Office,Emergency Department,"Emergency Department, emergency and express
care, ground floor hospital",2,1.2,,,,
15620,Wyoming County Community Hospital,Wyoming,Western Regional Office,Intensive Care,"Intensive Care unit, Corrections unit, 2nd floor",1,2,,,,
15620,Wyoming County Community Hospital,Wyoming,Western Regional Office,Medical/Surgical,Medical/Surgical,2,0.8,2,0.8,,
15620,Wyoming County Community Hospital,Wyoming,Western Regional Office,Emergency Department,"Emergency Room 1st floor, hospital Main st. Warsaw,
NY",,,2,1.06,,
15620,Wyoming County Community Hospital,Wyoming,Western Regional Office,Intensive Care,"Intensive Care, Corrections unit, 2nd floor",,,0,0,,
15620,Wyoming County Community Hospital,Wyoming,Western Regional Office,Emergency Department,"Emergency Services, 1st floor hospital, Warsaw, NY",,,,,2,2
15620,Wyoming County Community Hospital,Wyoming,Western Regional Office,Intensive Care,"Intensive Care unit, Corrections unit, 2nd Floor",,,,,0,0
15620,Wyoming County Community Hospital,Wyoming,Western Regional Office,Medical/Surgical,"Medical/Surgical, 3rd floor.",,,,,2,0.8
1626,Elmhurst Hospital Center,Queens,Metropolitan Area Regional Office,Emergency Department,Adult Emergency Department,11,0.4,11,0.4,11,0.4
1626,Elmhurst Hospital Center,Queens,Metropolitan Area Regional Office,Emergency Department,"Comprehensive Psychiatric Emergency Program
(CPEP) - Adult and Pediatric (B1)",3,0.9,3,0.9,3,0.9
1626,Elmhurst Hospital Center,Queens,Metropolitan Area Regional Office,Emergency Department,Pediatric Emergency Department (B1),1,0.2,,,,
1626,Elmhurst Hospital Center,Queens,Metropolitan Area Regional Office,Intensive Care,A7 (CCU),1,0.8,1,0.8,1,0.8
1626,Elmhurst Hospital Center,Queens,Metropolitan Area Regional Office,Intensive Care,B2 (Surgical/Trauma ICU),1,0.5,1,0.5,1,0.5
1626,Elmhurst Hospital Center,Queens,Metropolitan Area Regional Office,Intensive Care,E7 (Medical ICU),1,0.7,1,0.7,1,0.7
1626,Elmhurst Hospital Center,Queens,Metropolitan Area Regional Office,Intensive Care,E8 (Neonatal ICU),1,0.75,,,1,0.75
1626,Elmhurst Hospital Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,A2 (Med/Surg),2.5,1,2.5,1,2.5,1
1626,Elmhurst Hospital Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,A3 (Med Surg),3,0.6,,,,
1626,Elmhurst Hospital Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,B3 (Med/Surg),2,0.6,2,0.6,2,0.6
1626,Elmhurst Hospital Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,B4 (Med/Surg),3,0.6,3,0.6,3,0.6
1626,Elmhurst Hospital Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,B5 (Med/Surg),3,0.6,3,0.6,3,0.6
1626,Elmhurst Hospital Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,B6 (Med/Surg),3,0.6,3,0.6,3,0.6
1626,Elmhurst Hospital Center,Queens,Metropolitan Area Regional Office,Emergency Department,Pediatric Emergency Department,,,1,0.2,0,0
1626,Elmhurst Hospital Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,A3 (Med/Surg),,,3,0.6,3,0.6
1628,Flushing Hospital Medical Center,Queens,Metropolitan Area Regional Office,Critical Care,Critical Care Unit - 3 East - 3rd floor 1926 Building.,0,0,,,,
1628,Flushing Hospital Medical Center,Queens,Metropolitan Area Regional Office,Critical Care,"Post Anesthesia Care Unit (PACU) - lower level of
1976 Building adjacent to the Operating Room",0,0,0,0,0,0
1628,Flushing Hospital Medical Center,Queens,Metropolitan Area Regional Office,Emergency Department,Emergency Room - 1st Floor - 1976 Building,1,0.23,,,,
1628,Flushing Hospital Medical Center,Queens,Metropolitan Area Regional Office,Intensive Care,"Neonatal Intensive Care Unit Level III Nursery - 5th
floor 1976 Building",0,0,0,0,0,0
1628,Flushing Hospital Medical Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,Inpatient - 4N1 - 4th floor Northeast Wing of FHMC,0,0,,,,
1628,Flushing Hospital Medical Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,Inpatient - 4N2 - 4th floor 1976 building,0,0,,,,
1628,Flushing Hospital Medical Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,Inpatient – 3W – 3rd floor 1962 building,0,0,,,,
1628,Flushing Hospital Medical Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,"Primarily Elderly Care - 2 North 1 - 2nd floor 1976
Building",0,0,0,0,0,0
1628,Flushing Hospital Medical Center,Queens,Metropolitan Area Regional Office,Critical Care,Critical Care Unit - 3 East - 3rd floor 1926 Building,,,0,0,0,0
1628,Flushing Hospital Medical Center,Queens,Metropolitan Area Regional Office,Emergency Department,Emergency Department - 1st Floor - 1976 Building,,,1,0.23,1,0.23
1628,Flushing Hospital Medical Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,3W – 3rd floor 1962 Building,,,0,0,,
1628,Flushing Hospital Medical Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,4N1 - 4th floor 1976 Building,,,0,0,0,0
1628,Flushing Hospital Medical Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,Inpatient - 4N2 - 4th floor 1976 Building,,,0,0,,
1628,Flushing Hospital Medical Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,4N2 - 4th floor 1976 Building,,,,,0,0
1628,Flushing Hospital Medical Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,Inpatient – 3W – 3rd floor 1962 Building,,,,,0,0
1629,Jamaica Hospital Medical Center,Queens,Metropolitan Area Regional Office,Critical Care,Medical Telemetry - 4S - A/B Building,0,0,,,,
1629,Jamaica Hospital Medical Center,Queens,Metropolitan Area Regional Office,Critical Care,Surgical/Medical Stepdown - 4N - A/B Building,0,0,0,0,0,0
1629,Jamaica Hospital Medical Center,Queens,Metropolitan Area Regional Office,Emergency Department,Emergency Department,0,0,0,0,0,0
1629,Jamaica Hospital Medical Center,Queens,Metropolitan Area Regional Office,Intensive Care,Medical Intensive Care Unit - 4 Central - A/B Building,0,0,0,0,,
1629,Jamaica Hospital Medical Center,Queens,Metropolitan Area Regional Office,Intensive Care,Surgical Intensive Care Unit - 3 Central - A/B Building,0,0,0,0,0,0
1629,Jamaica Hospital Medical Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,Hospice/ Palliative Care - C Building - 4th Floor,0,0,0,0,0,0
1629,Jamaica Hospital Medical Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,Medical - 6S - A/B Building,0,0,0,0,0,0
1629,Jamaica Hospital Medical Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,Medical Oncology - 3S - A/B Building -,0,0,,,,
1629,Jamaica Hospital Medical Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,Ortho Surgery - 3N - A/B Building,0,0,0,0,0,0
1629,Jamaica Hospital Medical Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,"Stroke, Telemetry, Medical Rehab. - 5N - A/B Building",0,0,0,0,0,0
1629,Jamaica Hospital Medical Center,Queens,Metropolitan Area Regional Office,Medical/Surgical,Medical Oncology - 3S - A/B Building,,,0,0,0,0
